6311 300 300
59 105 5 0
162 255 6 1
77 130 4 1
60 105 5 0
163 255 6 1
78 130 4 1
61 105 5 0
79 130 4 1
80 130 4 1
81 130 4 1
82 130 4 1
83 130 4 1
84 130 4 1
85 130 4 1
180 255 7 0
181 255 7 0
182 255 7 0
183 255 7 0
184 255 7 0
185 255 7 0
186 255 7 0
187 255 7 0
188 255 7 0
189 255 7 0
190 255 7 0
90 105 4 1
91 105 4 1
92 105 4 1
93 105 4 1
94 105 4 1
196 205 3 1
197 205 3 1
198 205 3 1
199 205 3 1
200 205 3 1
201 205 3 1
202 205 3 1
189 180 3 1
190 180 3 1
191 180 3 1
192 180 3 1
193 180 3 1
194 180 3 1
195 180 3 1
188 155 3 1
189 155 3 1
190 155 3 1
191 155 3 1
192 155 3 1
193 155 3 1
227 205 2 0
194 155 3 1
228 205 2 0
229 205 2 0
230 205 2 0
231 205 2 0
232 205 2 0
233 205 2 0
218 180 2 0
185 130 3 1
219 180 2 0
186 130 3 1
220 180 2 0
187 130 3 1
221 180 2 0
188 130 3 1
222 180 2 0
189 130 3 1
223 180 2 0
190 130 3 1
224 180 2 0
191 130 3 1
225 180 2 0
176 105 3 1
210 155 2 0
177 105 3 1
211 155 2 0
178 105 3 1
212 155 2 0
179 105 3 1
213 155 2 0
180 105 3 1
214 155 2 0
181 105 3 1
215 155 2 0
165 80 3 1
182 105 3 1
216 155 2 0
166 80 3 1
167 80 3 1
168 80 3 1
169 80 3 1
170 80 3 1
171 80 3 1
172 80 3 1
156 55 3 1
173 80 3 1
157 55 3 1
158 55 3 1
159 55 3 1
210 130 2 0
160 55 3 1
211 130 2 0
161 55 3 1
212 130 2 0
162 55 3 1
213 130 2 0
214 130 2 0
215 130 2 0
216 130 2 0
204 105 2 0
205 105 2 0
206 105 2 0
207 105 2 0
208 105 2 0
209 105 2 0
210 105 2 0
193 80 2 0
194 80 2 0
195 80 2 0
196 80 2 0
197 80 2 0
198 80 2 0
199 80 2 0
182 55 2 0
200 80 2 0
183 55 2 0
19 256 7 0
184 55 2 0
20 256 7 0
185 55 2 0
21 256 7 0
186 55 2 0
22 256 7 0
187 55 2 0
23 256 7 0
188 55 2 0
24 256 7 0
189 55 2 0
25 256 7 0
26 256 7 0
27 256 7 0
23 231 6 1
24 231 6 1
25 231 6 1
26 231 6 1
27 231 6 1
28 231 6 1
29 231 6 1
19 156 5 0
20 156 5 0
89 256 6 1
21 156 5 0
90 256 6 1
22 156 5 0
91 256 6 1
23 156 5 0
109 281 7 0
92 256 6 1
24 156 5 0
110 281 7 0
93 256 6 1
25 156 5 0
111 281 7 0
94 256 6 1
112 281 7 0
95 256 6 1
113 281 7 0
96 256 6 1
114 281 7 0
97 256 6 1
115 281 7 0
98 256 6 1
116 281 7 0
99 256 6 1
117 281 7 0
100 256 6 1
118 281 7 0
101 256 6 1
119 281 7 0
102 256 6 1
120 281 7 0
103 256 6 1
121 281 7 0
104 256 6 1
122 281 7 0
105 256 6 1
123 281 7 0
106 256 6 1
124 281 7 0
107 256 6 1
125 281 7 0
108 256 6 1
126 281 7 0
109 256 6 1
127 281 7 0
110 256 6 1
128 281 7 0
111 256 6 1
129 281 7 0
112 256 6 1
130 281 7 0
113 256 6 1
131 281 7 0
114 256 6 1
132 281 7 0
115 256 6 1
30 131 5 0
133 281 7 0
116 256 6 1
31 131 5 0
134 281 7 0
117 256 6 1
32 131 5 0
135 281 7 0
118 256 6 1
33 131 5 0
136 281 7 0
119 256 6 1
34 131 5 0
137 281 7 0
120 256 6 1
35 131 5 0
138 281 7 0
121 256 6 1
36 131 5 0
139 281 7 0
122 256 6 1
37 131 5 0
140 281 7 0
123 256 6 1
141 281 7 0
124 256 6 1
142 281 7 0
125 256 6 1
57 156 4 1
143 281 7 0
126 256 6 1
58 156 4 1
144 281 7 0
127 256 6 1
59 156 4 1
145 281 7 0
128 256 6 1
60 156 4 1
146 281 7 0
129 256 6 1
61 156 4 1
147 281 7 0
130 256 6 1
62 156 4 1
148 281 7 0
131 256 6 1
63 156 4 1
149 281 7 0
132 256 6 1
64 156 4 1
150 281 7 0
133 256 6 1
134 256 6 1
135 256 6 1
136 256 6 1
137 256 6 1
138 256 6 1
139 256 6 1
140 256 6 1
141 256 6 1
142 256 6 1
143 256 6 1
144 256 6 1
145 256 6 1
146 256 6 1
147 256 6 1
148 256 6 1
149 256 6 1
150 256 6 1
151 256 6 1
49 106 5 0
152 256 6 1
50 106 5 0
153 256 6 1
51 106 5 0
154 256 6 1
52 106 5 0
155 256 6 1
53 106 5 0
156 256 6 1
54 106 5 0
157 256 6 1
55 106 5 0
56 106 5 0
57 106 5 0
58 106 5 0
76 131 4 1
59 106 5 0
77 131 4 1
60 106 5 0
78 131 4 1
79 131 4 1
80 131 4 1
81 131 4 1
82 131 4 1
83 131 4 1
84 131 4 1
178 256 7 0
179 256 7 0
180 256 7 0
181 256 7 0
182 256 7 0
183 256 7 0
184 256 7 0
185 256 7 0
186 256 7 0
187 256 7 0
188 256 7 0
189 256 7 0
89 106 4 1
90 106 4 1
91 106 4 1
92 106 4 1
93 106 4 1
94 106 4 1
197 206 3 1
198 206 3 1
199 206 3 1
200 206 3 1
201 206 3 1
190 181 3 1
191 181 3 1
192 181 3 1
193 181 3 1
194 181 3 1
195 181 3 1
196 181 3 1
188 156 3 1
189 156 3 1
190 156 3 1
191 156 3 1
192 156 3 1
193 156 3 1
227 206 2 0
194 156 3 1
228 206 2 0
229 206 2 0
230 206 2 0
231 206 2 0
232 206 2 0
233 206 2 0
185 131 3 1
219 181 2 0
186 131 3 1
220 181 2 0
187 131 3 1
221 181 2 0
188 131 3 1
