1279 256 256
141 114 -1 2
190 114 -1 1
191 114 -1 1
192 114 -1 1
81 115 -1 1
82 115 -1 1
83 115 -1 1
84 115 -1 1
139 115 -1 2
140 115 -1 2
141 115 -1 2
189 115 -1 1
190 115 -1 1
191 115 -1 1
192 115 -1 1
81 116 -1 1
82 116 -1 1
83 116 -1 1
84 116 -1 1
139 116 -1 2
140 116 -1 2
141 116 -1 2
189 116 -1 1
190 116 -1 1
191 116 -1 1
192 116 -1 1
81 117 -1 1
82 117 -1 1
83 117 -1 1
84 117 -1 1
139 117 -1 2
140 117 -1 2
141 117 -1 2
189 117 -1 1
190 117 -1 1
191 117 -1 1
81 118 -1 1
82 118 -1 1
83 118 -1 1
84 118 -1 1
139 118 -1 2
140 118 -1 2
141 118 -1 2
188 118 -1 1
189 118 -1 1
190 118 -1 1
191 118 -1 1
81 119 -1 1
82 119 -1 1
83 119 -1 1
139 119 -1 2
140 119 -1 2
141 119 -1 2
188 119 -1 1
189 119 -1 1
190 119 -1 1
191 119 -1 1
81 120 -1 1
82 120 -1 1
83 120 -1 1
139 120 -1 2
140 120 -1 2
141 120 -1 2
188 120 -1 1
189 120 -1 1
190 120 -1 1
80 121 -1 1
81 121 -1 1
82 121 -1 1
83 121 -1 1
139 121 -1 2
140 121 -1 2
141 121 -1 2
142 121 -1 2
188 121 -1 1
189 121 -1 1
190 121 -1 1
80 122 -1 1
81 122 -1 1
82 122 -1 1
83 122 -1 1
140 122 -1 2
141 122 -1 2
142 122 -1 2
187 122 -1 1
188 122 -1 1
189 122 -1 1
190 122 -1 1
80 123 -1 1
81 123 -1 1
82 123 -1 1
140 123 -1 2
141 123 -1 2
142 123 -1 2
187 123 -1 1
188 123 -1 1
189 123 -1 1
190 123 -1 1
80 124 -1 1
81 124 -1 1
82 124 -1 1
187 124 -1 1
188 124 -1 1
189 124 -1 1
190 124 -1 1
80 125 -1 1
81 125 -1 1
82 125 -1 1
186 125 -1 1
187 125 -1 1
188 125 -1 1
189 125 -1 1
80 126 -1 1
81 126 -1 1
82 126 -1 1
186 126 -1 1
187 126 -1 1
188 126 -1 1
189 126 -1 1
79 127 -1 1
80 127 -1 1
81 127 -1 1
82 127 -1 1
186 127 -1 1
187 127 -1 1
188 127 -1 1
189 127 -1 1
79 128 -1 1
80 128 -1 1
81 128 -1 1
82 128 -1 1
186 128 -1 1
187 128 -1 1
188 128 -1 1
79 129 -1 1
80 129 -1 1
81 129 -1 1
185 129 -1 1
186 129 -1 1
187 129 -1 1
188 129 -1 1
79 130 -1 1
80 130 -1 1
81 130 -1 1
185 130 -1 1
186 130 -1 1
187 130 -1 1
188 130 -1 1
79 131 -1 1
80 131 -1 1
81 131 -1 1
184 131 -1 1
185 131 -1 1
186 131 -1 1
187 131 -1 1
78 132 -1 1
79 132 -1 1
80 132 -1 1
81 132 -1 1
184 132 -1 1
185 132 -1 1
186 132 -1 1
187 132 -1 1
78 133 -1 1
79 133 -1 1
80 133 -1 1
81 133 -1 1
183 133 -1 1
184 133 -1 1
185 133 -1 1
186 133 -1 1
78 134 -1 1
79 134 -1 1
80 134 -1 1
183 134 -1 1
184 134 -1 1
185 134 -1 1
186 134 -1 1
78 135 -1 1
79 135 -1 1
80 135 -1 1
145 135 -1 2
146 135 -1 2
147 135 -1 2
183 135 -1 1
184 135 -1 1
185 135 -1 1
77 136 -1 1
78 136 -1 1
79 136 -1 1
80 136 -1 1
145 136 -1 2
146 136 -1 2
147 136 -1 2
182 136 -1 1
183 136 -1 1
184 136 -1 1
185 136 -1 1
77 137 -1 1
78 137 -1 1
79 137 -1 1
80 137 -1 1
145 137 -1 2
146 137 -1 2
147 137 -1 2
181 137 -1 1
182 137 -1 1
183 137 -1 1
184 137 -1 1
185 137 -1 1
77 138 -1 1
78 138 -1 1
79 138 -1 1
80 138 -1 1
144 138 -1 2
145 138 -1 2
146 138 -1 2
147 138 -1 2
181 138 -1 1
182 138 -1 1
183 138 -1 1
184 138 -1 1
77 139 -1 1
78 139 -1 1
79 139 -1 1
144 139 -1 2
145 139 -1 2
146 139 -1 2
147 139 -1 2
180 139 -1 1
181 139 -1 1
182 139 -1 1
183 139 -1 1
184 139 -1 1
77 140 -1 1
78 140 -1 1
79 140 -1 1
143 140 -1 2
144 140 -1 2
145 140 -1 2
146 140 -1 2
180 140 -1 1
181 140 -1 1
182 140 -1 1
183 140 -1 1
76 141 -1 1
77 141 -1 1
78 141 -1 1
79 141 -1 1
143 141 -1 2
144 141 -1 2
145 141 -1 2
146 141 -1 2
180 141 -1 1
181 141 -1 1
182 141 -1 1
76 142 -1 1
77 142 -1 1
78 142 -1 1
79 142 -1 1
143 142 -1 2
144 142 -1 2
145 142 -1 2
180 142 -1 1
181 142 -1 1
182 142 -1 1
76 143 -1 1
77 143 -1 1
78 143 -1 1
142 143 -1 2
143 143 -1 2
144 143 -1 2
145 143 -1 2
179 143 -1 1
180 143 -1 1
181 143 -1 1
182 143 -1 1
76 144 -1 1
77 144 -1 1
78 144 -1 1
142 144 -1 2
143 144 -1 2
144 144 -1 2
145 144 -1 2
179 144 -1 1
180 144 -1 1
181 144 -1 1
182 144 -1 1
76 145 -1 1
77 145 -1 1
78 145 -1 1
142 145 -1 2
143 145 -1 2
144 145 -1 2
179 145 -1 1
180 145 -1 1
181 145 -1 1
182 145 -1 1
75 146 -1 1
76 146 -1 1
77 146 -1 1
78 146 -1 1
141 146 -1 2
142 146 -1 2
143 146 -1 2
144 146 -1 2
178 146 -1 1
179 146 -1 1
180 146 -1 1
181 146 -1 1
75 147 -1 1
76 147 -1 1
77 147 -1 1
78 147 -1 1
141 147 -1 2
142 147 -1 2
143 147 -1 2
144 147 -1 2
178 147 -1 1
179 147 -1 1
180 147 -1 1
181 147 -1 1
75 148 -1 1
76 148 -1 1
77 148 -1 1
140 148 -1 2
141 148 -1 2
142 148 -1 2
143 148 -1 2
177 148 -1 1
178 148 -1 1
179 148 -1 1
180 148 -1 1
181 148 -1 1
75 149 -1 1
76 149 -1 1
77 149 -1 1
139 149 -1 2
140 149 -1 2
141 149 -1 2
142 149 -1 2
143 149 -1 2
177 149 -1 1
178 149 -1 1
179 149 -1 1
180 149 -1 1
75 150 -1 1
76 150 -1 1
77 150 -1 1
138 150 -1 2
139 150 -1 2
140 150 -1 2
141 150 -1 2
142 150 -1 2
177 150 -1 1
178 150 -1 1
179 150 -1 1
180 150 -1 1
75 151 -1 1
76 151 -1 1
77 151 -1 1
137 151 -1 2
138 151 -1 2
139 151 -1 2
140 151 -1 2
141 151 -1 2
176 151 -1 1
177 151 -1 1
178 151 -1 1
179 151 -1 1
75 152 -1 1
76 152 -1 1
77 152 -1 1
137 152 -1 2
138 152 -1 2
139 152 -1 2
140 152 -1 2
141 152 -1 2
176 152 -1 1
177 152 -1 1
178 152 -1 1
179 152 -1 1
75 153 -1 1
76 153 -1 1
77 153 -1 1
136 153 -1 2
137 153 -1 2
138 153 -1 2
139 153 -1 2
176 153 -1 1
177 153 -1 1
178 153 -1 1
75 154 -1 1
76 154 -1 1
77 154 -1 1
135 154 -1 2
136 154 -1 2
137 154 -1 2
138 154 -1 2
139 154 -1 2
175 154 -1 1
176 154 -1 1
177 154 -1 1
178 154 -1 1
75 155 -1 1
76 155 -1 1
77 155 -1 1
134 155 -1 2
135 155 -1 2
136 155 -1 2
137 155 -1 2
138 155 -1 2
175 155 -1 1
176 155 -1 1
177 155 -1 1
178 155 -1 1
75 156 -1 1
76 156 -1 1
77 156 -1 1
134 156 -1 2
135 156 -1 2
136 156 -1 2
137 156 -1 2
174 156 -1 1
175 156 -1 1
176 156 -1 1
177 156 -1 1
75 157 -1 1
76 157 -1 1
77 157 -1 1
133 157 -1 2
134 157 -1 2
135 157 -1 2
136 157 -1 2
137 157 -1 2
174 157 -1 1
175 157 -1 1
176 157 -1 1
177 157 -1 1
75 158 -1 1
76 158 -1 1
77 158 -1 1
78 158 -1 1
132 158 -1 2
133 158 -1 2
134 158 -1 2
135 158 -1 2
136 158 -1 2
174 158 -1 1
175 158 -1 1
176 158 -1 1
177 158 -1 1
75 159 -1 1
76 159 -1 1
77 159 -1 1
78 159 -1 1
132 159 -1 2
133 159 -1 2
134 159 -1 2
135 159 -1 2
174 159 -1 1
175 159 -1 1
176 159 -1 1
76 160 -1 1
77 160 -1 1
78 160 -1 1
131 160 -1 2
132 160 -1 2
133 160 -1 2
134 160 -1 2
135 160 -1 2
173 160 -1 1
174 160 -1 1
175 160 -1 1
176 160 -1 1
76 161 -1 1
77 161 -1 1
78 161 -1 1
131 161 -1 2
132 161 -1 2
133 161 -1 2
134 161 -1 2
173 161 -1 1
174 161 -1 1
175 161 -1 1
176 161 -1 1
76 162 -1 1
77 162 -1 1
78 162 -1 1
129 162 -1 2
130 162 -1 2
131 162 -1 2
132 162 -1 2
133 162 -1 2
173 162 -1 1
174 162 -1 1
175 162 -1 1
76 163 -1 1
77 163 -1 1
78 163 -1 1
129 163 -1 2
130 163 -1 2
131 163 -1 2
132 163 -1 2
133 163 -1 2
173 163 -1 1
174 163 -1 1
175 163 -1 1
76 164 -1 1
77 164 -1 1
78 164 -1 1
128 164 -1 2
129 164 -1 2
130 164 -1 2
131 164 -1 2
132 164 -1 2
173 164 -1 1
174 164 -1 1
175 164 -1 1
76 165 -1 1
77 165 -1 1
78 165 -1 1
79 165 -1 1
128 165 -1 2
129 165 -1 2
130 165 -1 2
131 165 -1 2
173 165 -1 1
174 165 -1 1
175 165 -1 1
76 166 -1 1
77 166 -1 1
78 166 -1 1
79 166 -1 1
127 166 -1 2
128 166 -1 2
129 166 -1 2
130 166 -1 2
172 166 -1 1
173 166 -1 1
174 166 -1 1
175 166 -1 1
77 167 -1 1
78 167 -1 1
79 167 -1 1
127 167 -1 2
128 167 -1 2
129 167 -1 2
130 167 -1 2
172 167 -1 1
173 167 -1 1
174 167 -1 1
175 167 -1 1
77 168 -1 1
78 168 -1 1
79 168 -1 1
126 168 -1 2
127 168 -1 2
128 168 -1 2
129 168 -1 2
172 168 -1 1
173 168 -1 1
174 168 -1 1
77 169 -1 1
78 169 -1 1
79 169 -1 1
126 169 -1 2
127 169 -1 2
128 169 -1 2
129 169 -1 2
172 169 -1 1
173 169 -1 1
174 169 -1 1
77 170 -1 1
78 170 -1 1
79 170 -1 1
125 170 -1 2
126 170 -1 2
127 170 -1 2
128 170 -1 2
172 170 -1 1
173 170 -1 1
174 170 -1 1
77 171 -1 1
78 171 -1 1
79 171 -1 1
125 171 -1 2
126 171 -1 2
127 171 -1 2
128 171 -1 2
172 171 -1 1
173 171 -1 1
174 171 -1 1
77 172 -1 1
78 172 -1 1
79 172 -1 1
125 172 -1 2
126 172 -1 2
127 172 -1 2
128 172 -1 2
172 172 -1 1
173 172 -1 1
174 172 -1 1
77 173 -1 1
78 173 -1 1
79 173 -1 1
125 173 -1 2
126 173 -1 2
127 173 -1 2
172 173 -1 1
173 173 -1 1
174 173 -1 1
77 174 -1 1
78 174 -1 1
79 174 -1 1
125 174 -1 2
126 174 -1 2
127 174 -1 2
172 174 -1 1
173 174 -1 1
174 174 -1 1
77 175 -1 1
78 175 -1 1
79 175 -1 1
80 175 -1 1
125 175 -1 2
126 175 -1 2
127 175 -1 2
172 175 -1 1
173 175 -1 1
174 175 -1 1
77 176 -1 1
78 176 -1 1
79 176 -1 1
80 176 -1 1
125 176 -1 2
126 176 -1 2
127 176 -1 2
172 176 -1 1
173 176 -1 1
174 176 -1 1
77 177 -1 1
78 177 -1 1
79 177 -1 1
80 177 -1 1
125 177 -1 2
126 177 -1 2
127 177 -1 2
171 177 -1 1
172 177 -1 1
173 177 -1 1
174 177 -1 1
78 178 -1 1
79 178 -1 1
80 178 -1 1
125 178 -1 2
126 178 -1 2
127 178 -1 2
171 178 -1 1
172 178 -1 1
173 178 -1 1
174 178 -1 1
78 179 -1 1
79 179 -1 1
80 179 -1 1
124 179 -1 2
125 179 -1 2
126 179 -1 2
127 179 -1 2
171 179 -1 1
172 179 -1 1
173 179 -1 1
78 180 -1 1
79 180 -1 1
80 180 -1 1
124 180 -1 2
125 180 -1 2
126 180 -1 2
127 180 -1 2
171 180 -1 1
172 180 -1 1
173 180 -1 1
78 181 -1 1
79 181 -1 1
80 181 -1 1
124 181 -1 2
125 181 -1 2
126 181 -1 2
127 181 -1 2
171 181 -1 1
172 181 -1 1
173 181 -1 1
174 181 -1 1
78 182 -1 1
79 182 -1 1
80 182 -1 1
124 182 -1 2
125 182 -1 2
126 182 -1 2
171 182 -1 1
172 182 -1 1
173 182 -1 1
174 182 -1 1
78 183 -1 1
79 183 -1 1
80 183 -1 1
124 183 -1 2
125 183 -1 2
126 183 -1 2
172 183 -1 1
173 183 -1 1
174 183 -1 1
124 184 -1 2
125 184 -1 2
126 184 -1 2
172 184 -1 1
173 184 -1 1
174 184 -1 1
175 184 -1 1
124 185 -1 2
125 185 -1 2
126 185 -1 2
172 185 -1 1
173 185 -1 1
174 185 -1 1
175 185 -1 1
124 186 -1 2
125 186 -1 2
126 186 -1 2
173 186 -1 1
174 186 -1 1
175 186 -1 1
176 186 -1 1
124 187 -1 2
125 187 -1 2
126 187 -1 2
173 187 -1 1
174 187 -1 1
175 187 -1 1
176 187 -1 1
177 187 -1 1
124 188 -1 2
125 188 -1 2
126 188 -1 2
174 188 -1 1
175 188 -1 1
176 188 -1 1
177 188 -1 1
124 189 -1 2
125 189 -1 2
126 189 -1 2
175 189 -1 1
176 189 -1 1
177 189 -1 1
178 189 -1 1
179 189 -1 1
124 190 -1 2
125 190 -1 2
126 190 -1 2
175 190 -1 1
176 190 -1 1
177 190 -1 1
178 190 -1 1
179 190 -1 1
180 190 -1 1
124 191 -1 2
125 191 -1 2
126 191 -1 2
146 191 -1 2
147 191 -1 2
148 191 -1 2
176 191 -1 1
177 191 -1 1
178 191 -1 1
179 191 -1 1
180 191 -1 1
181 191 -1 1
124 192 -1 2
125 192 -1 2
126 192 -1 2
146 192 -1 2
147 192 -1 2
148 192 -1 2
149 192 -1 2
178 192 -1 1
179 192 -1 1
180 192 -1 1
181 192 -1 1
182 192 -1 1
183 192 -1 1
124 193 -1 2
125 193 -1 2
126 193 -1 2
146 193 -1 2
147 193 -1 2
148 193 -1 2
149 193 -1 2
150 193 -1 2
178 193 -1 1
179 193 -1 1
180 193 -1 1
181 193 -1 1
182 193 -1 1
183 193 -1 1
184 193 -1 1
124 194 -1 2
125 194 -1 2
126 194 -1 2
147 194 -1 2
148 194 -1 2
149 194 -1 2
150 194 -1 2
151 194 -1 2
180 194 -1 1
181 194 -1 1
182 194 -1 1
183 194 -1 1
184 194 -1 1
185 194 -1 1
124 195 -1 2
125 195 -1 2
126 195 -1 2
148 195 -1 2
149 195 -1 2
150 195 -1 2
151 195 -1 2
181 195 -1 1
182 195 -1 1
183 195 -1 1
184 195 -1 1
185 195 -1 1
186 195 -1 1
187 195 -1 1
124 196 -1 2
125 196 -1 2
126 196 -1 2
148 196 -1 2
149 196 -1 2
150 196 -1 2
151 196 -1 2
152 196 -1 2
183 196 -1 1
184 196 -1 1
185 196 -1 1
186 196 -1 1
187 196 -1 1
188 196 -1 1
189 196 -1 1
124 197 -1 2
125 197 -1 2
126 197 -1 2
149 197 -1 2
150 197 -1 2
151 197 -1 2
152 197 -1 2
184 197 -1 1
185 197 -1 1
186 197 -1 1
187 197 -1 1
188 197 -1 1
189 197 -1 1
190 197 -1 1
124 198 -1 2
125 198 -1 2
126 198 -1 2
150 198 -1 2
151 198 -1 2
152 198 -1 2
153 198 -1 2
186 198 -1 1
187 198 -1 1
188 198 -1 1
189 198 -1 1
190 198 -1 1
191 198 -1 1
192 198 -1 1
124 199 -1 2
125 199 -1 2
126 199 -1 2
150 199 -1 2
151 199 -1 2
152 199 -1 2
153 199 -1 2
187 199 -1 1
188 199 -1 1
189 199 -1 1
190 199 -1 1
191 199 -1 1
192 199 -1 1
193 199 -1 1
124 200 -1 2
125 200 -1 2
126 200 -1 2
151 200 -1 2
152 200 -1 2
153 200 -1 2
154 200 -1 2
189 200 -1 1
190 200 -1 1
191 200 -1 1
192 200 -1 1
193 200 -1 1
124 201 -1 2
125 201 -1 2
126 201 -1 2
151 201 -1 2
152 201 -1 2
153 201 -1 2
154 201 -1 2
155 201 -1 2
191 201 -1 1
192 201 -1 1
193 201 -1 1
124 202 -1 2
125 202 -1 2
126 202 -1 2
152 202 -1 2
153 202 -1 2
154 202 -1 2
155 202 -1 2
156 202 -1 2
124 203 -1 2
125 203 -1 2
126 203 -1 2
153 203 -1 2
154 203 -1 2
155 203 -1 2
156 203 -1 2
154 204 -1 2
155 204 -1 2
156 204 -1 2
